accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
1900,Chandigarh,Punjab,30.775581,76.72727,2023-08-19,19:00,19,Saturday,1,highway,6,1,rain,medium,28,medium,drunk driving,major,4,4,1,None,0.4
1901,Pune,Maharashtra,18.550436,73.929063,2024-05-31,3:00,3,Friday,0,highway,3,1,rain,medium,21,high,poor road,major,5,4,0,None,0.45
1902,Kolkata,West Bengal,22.644888,88.414783,2024-11-11,8:00,8,Monday,0,rural,2,0,clear,high,39,medium,distraction,minor,1,1,1,None,0.25
1903,Hyderabad,Telangana,17.331418,78.348077,2023-06-26,17:00,17,Monday,0,urban,3,0,clear,high,40,high,poor road,minor,1,1,1,None,0.45
1904,Delhi,Delhi,28.781565,77.023593,2023-08-27,21:00,21,Sunday,1,rural,2,0,rain,medium,15,high,overspeeding,minor,3,3,0,None,0.45
1905,Kolkata,West Bengal,22.635438,88.49229,2024-10-17,0:00,0,Thursday,0,urban,4,0,rain,medium,29,low,drunk driving,fatal,3,3,0,None,0.45
1906,Delhi,Delhi,28.615799,76.82326,2024-09-10,6:00,6,Tuesday,0,urban,6,1,rain,low,34,low,distraction,minor,4,3,0,None,0.45
1907,Hyderabad,Telangana,17.349993,78.460942,2022-09-30,18:00,18,Friday,0,urban,3,0,clear,high,18,high,distraction,major,1,1,1,None,0.45
1908,Chandigarh,Punjab,30.65733,76.762297,2023-09-24,0:00,0,Sunday,1,urban,2,0,fog,low,35,low,drunk driving,fatal,4,4,0,None,0.65
1909,Chennai,Tamil Nadu,13.15515,80.176578,2022-12-02,9:00,9,Friday,0,urban,5,1,rain,medium,33,medium,overspeeding,minor,5,2,1,None,0.4
1910,Bangalore,Karnataka,13.1208,77.797364,2022-04-27,14:00,14,Wednesday,0,highway,4,1,rain,low,24,low,distraction,major,3,0,0,None,0.45
1911,Delhi,Delhi,28.729504,77.103161,2023-11-29,10:00,10,Wednesday,0,highway,2,0,fog,low,31,high,overspeeding,minor,5,4,1,None,0.8
1912,Chandigarh,Punjab,30.626684,76.753037,2023-09-24,8:00,8,Sunday,1,urban,2,0,rain,low,32,high,weather,minor,2,0,1,None,0.8
1913,Kolkata,West Bengal,22.566868,88.469206,2022-11-16,11:00,11,Wednesday,0,highway,1,0,fog,low,16,low,drunk driving,fatal,3,3,0,None,0.65
1914,Kolkata,West Bengal,22.593698,88.417231,2022-05-26,14:00,14,Thursday,0,rural,2,0,rain,medium,19,high,poor road,minor,1,0,0,None,0.45
1915,Bangalore,Karnataka,12.906799,77.78078,2024-06-25,22:00,22,Tuesday,0,highway,4,0,fog,low,21,high,weather,minor,1,1,0,None,0.65
1916,Delhi,Delhi,28.683763,76.96065,2025-03-29,13:00,13,Saturday,1,highway,2,1,rain,low,40,high,drunk driving,minor,5,1,0,None,0.65
1917,Kolkata,West Bengal,22.539371,88.370616,2022-03-20,17:00,17,Sunday,1,urban,1,0,clear,high,16,low,drunk driving,minor,3,2,1,None,0.25
1918,Pune,Maharashtra,18.663239,73.766445,2022-06-25,9:00,9,Saturday,1,highway,6,0,rain,low,40,medium,drunk driving,fatal,2,2,1,None,0.8
1919,Mumbai,Maharashtra,19.158977,72.793676,2023-03-19,12:00,12,Sunday,1,urban,5,0,rain,medium,39,medium,drunk driving,fatal,5,5,0,None,0.45
1920,Pune,Maharashtra,18.557141,73.89624,2024-03-23,13:00,13,Saturday,1,highway,4,1,rain,low,16,medium,poor road,major,2,1,0,None,0.45
1921,Kolkata,West Bengal,22.494663,88.203471,2022-06-26,23:00,23,Sunday,1,urban,3,1,rain,medium,34,low,overspeeding,fatal,5,5,0,None,0.45
1922,Mumbai,Maharashtra,19.141466,72.790503,2024-04-23,2:00,2,Tuesday,0,highway,2,0,clear,high,22,low,drunk driving,major,1,1,0,None,0.1
1923,Delhi,Delhi,28.618658,76.893725,2024-12-29,1:00,1,Sunday,1,urban,3,0,fog,low,26,low,overspeeding,fatal,1,1,0,None,0.65
1924,Chandigarh,Punjab,30.652935,76.706566,2022-11-13,1:00,1,Sunday,1,rural,6,1,rain,low,20,low,poor road,minor,2,0,0,None,0.45
1925,Chennai,Tamil Nadu,13.091178,80.120332,2024-06-15,21:00,21,Saturday,1,urban,3,1,rain,low,26,medium,overspeeding,fatal,4,4,0,None,0.65
1926,Kolkata,West Bengal,22.53316,88.350396,2025-04-10,11:00,11,Thursday,0,urban,1,0,clear,high,33,medium,poor road,fatal,3,3,0,None,0.3
1927,Bangalore,Karnataka,13.030381,77.781378,2024-01-09,19:00,19,Tuesday,0,urban,5,1,clear,high,31,high,distraction,minor,5,2,1,None,0.45
1928,Chennai,Tamil Nadu,13.133817,80.247453,2022-03-07,8:00,8,Monday,0,rural,6,1,fog,low,37,low,drunk driving,minor,4,0,1,None,0.6
1929,Pune,Maharashtra,18.694561,73.931778,2024-10-23,23:00,23,Wednesday,0,rural,6,0,fog,low,19,low,drunk driving,minor,5,3,0,None,0.45
1930,Kolkata,West Bengal,22.549128,88.402182,2023-11-17,22:00,22,Friday,0,highway,4,1,clear,high,27,low,distraction,minor,3,0,0,None,0.1
1931,Hyderabad,Telangana,17.590734,78.427152,2022-10-29,14:00,14,Saturday,1,urban,4,0,fog,low,15,low,weather,minor,3,0,0,None,0.45
1932,Chennai,Tamil Nadu,12.943777,80.140845,2024-10-01,17:00,17,Tuesday,0,rural,1,0,rain,low,22,low,poor road,minor,5,3,1,None,0.6
1933,Delhi,Delhi,28.426573,77.014492,2022-04-12,14:00,14,Tuesday,0,rural,4,0,fog,low,34,medium,distraction,minor,2,2,0,None,0.45
1934,Mumbai,Maharashtra,19.115161,72.908586,2025-03-16,14:00,14,Sunday,1,rural,3,0,fog,low,21,medium,overspeeding,minor,5,4,0,None,0.45
1935,Bangalore,Karnataka,13.013782,77.421844,2022-05-21,23:00,23,Saturday,1,highway,2,1,rain,medium,15,medium,weather,minor,1,1,0,None,0.25
1936,Delhi,Delhi,28.659124,77.157232,2024-09-28,8:00,8,Saturday,1,highway,5,1,fog,low,21,high,drunk driving,major,4,0,1,None,0.8
1937,Chennai,Tamil Nadu,13.150376,80.129118,2022-01-19,1:00,1,Wednesday,0,rural,5,0,clear,high,40,low,overspeeding,minor,3,0,0,None,0.1
1938,Delhi,Delhi,28.673819,77.072389,2022-09-30,11:00,11,Friday,0,urban,3,0,rain,medium,31,medium,overspeeding,minor,2,0,0,None,0.25
1939,Bangalore,Karnataka,13.040467,77.75418,2023-11-14,9:00,9,Tuesday,0,highway,4,1,rain,medium,23,high,weather,fatal,3,3,1,None,0.8
1940,Bangalore,Karnataka,12.999764,77.539969,2023-10-25,6:00,6,Wednesday,0,rural,2,1,clear,high,40,low,weather,major,5,1,0,None,0.1
1941,Pune,Maharashtra,18.689507,73.834666,2023-09-10,18:00,18,Sunday,1,urban,6,1,rain,low,34,high,poor road,minor,1,0,1,None,0.8
1942,Bangalore,Karnataka,13.035152,77.669351,2025-02-15,1:00,1,Saturday,1,rural,6,0,rain,medium,28,low,distraction,minor,2,0,0,None,0.25
1943,Bangalore,Karnataka,13.068411,77.74073,2023-11-14,10:00,10,Tuesday,0,highway,4,0,rain,medium,21,high,distraction,minor,5,0,1,None,0.6
1944,Hyderabad,Telangana,17.331625,78.220966,2023-11-15,6:00,6,Wednesday,0,urban,6,1,fog,low,28,low,drunk driving,minor,2,1,0,None,0.45
1945,Chandigarh,Punjab,30.717976,76.748305,2024-10-27,10:00,10,Sunday,1,urban,3,0,rain,low,39,high,overspeeding,major,1,1,1,None,0.8
1946,Chandigarh,Punjab,30.721356,76.873309,2025-01-04,5:00,5,Saturday,1,rural,5,0,clear,high,38,medium,weather,major,4,1,0,None,0.1
1947,Chennai,Tamil Nadu,12.887356,80.28566,2022-07-11,1:00,1,Monday,0,urban,2,0,fog,low,21,medium,weather,minor,4,0,0,None,0.45
1948,Chennai,Tamil Nadu,13.045885,80.132065,2023-10-17,15:00,15,Tuesday,0,rural,4,1,clear,high,35,medium,overspeeding,minor,2,2,0,None,0.1
1949,Mumbai,Maharashtra,19.129216,72.934866,2023-10-05,13:00,13,Thursday,0,urban,5,0,rain,medium,38,high,drunk driving,major,3,3,0,None,0.45
1950,Chandigarh,Punjab,30.696417,76.896547,2022-07-04,23:00,23,Monday,0,urban,3,1,clear,high,33,low,drunk driving,major,1,0,0,None,0.1
1951,Delhi,Delhi,28.684413,76.886256,2022-01-31,7:00,7,Monday,0,urban,6,0,rain,low,27,high,poor road,minor,3,0,0,None,0.65
1952,Bangalore,Karnataka,13.172311,77.683283,2022-12-02,22:00,22,Friday,0,rural,3,1,rain,low,35,low,overspeeding,minor,4,2,0,None,0.45
1953,Bangalore,Karnataka,12.849759,77.572227,2022-03-27,19:00,19,Sunday,1,rural,4,1,fog,low,25,high,distraction,fatal,4,4,1,None,1.0
1954,Pune,Maharashtra,18.466792,73.71568,2025-01-23,10:00,10,Thursday,0,urban,2,1,clear,high,40,medium,weather,minor,2,1,1,None,0.25
1955,Hyderabad,Telangana,17.450511,78.260333,2022-07-30,18:00,18,Saturday,1,rural,1,1,fog,low,37,high,poor road,major,4,3,1,None,0.8
1956,Delhi,Delhi,28.723013,76.931173,2022-12-29,21:00,21,Thursday,0,urban,2,1,fog,low,15,medium,overspeeding,minor,4,2,0,None,0.45
1957,Mumbai,Maharashtra,18.817987,72.945524,2024-08-03,15:00,15,Saturday,1,urban,1,1,fog,low,24,low,distraction,minor,2,1,0,None,0.45
1958,Chandigarh,Punjab,30.631636,76.822882,2023-06-04,22:00,22,Sunday,1,urban,2,1,fog,low,19,low,distraction,major,5,1,0,None,0.45
1959,Chennai,Tamil Nadu,12.850497,80.230316,2024-10-26,5:00,5,Saturday,1,rural,5,0,fog,low,20,low,overspeeding,major,5,5,0,None,0.45
1960,Bangalore,Karnataka,13.086749,77.593973,2023-08-23,5:00,5,Wednesday,0,rural,2,0,fog,low,15,medium,drunk driving,minor,2,2,0,None,0.45
1961,Bangalore,Karnataka,12.96331,77.507137,2025-03-22,18:00,18,Saturday,1,urban,5,1,rain,medium,32,high,poor road,minor,3,1,1,None,0.6
1962,Chennai,Tamil Nadu,12.904146,80.203999,2024-06-29,14:00,14,Saturday,1,highway,5,0,fog,low,34,medium,poor road,major,2,2,0,None,0.45
1963,Mumbai,Maharashtra,19.259854,72.875882,2024-07-19,17:00,17,Friday,0,highway,5,1,rain,medium,32,medium,drunk driving,minor,4,0,1,None,0.4
1964,Mumbai,Maharashtra,18.936165,72.702019,2022-05-12,16:00,16,Thursday,0,highway,6,0,clear,high,33,high,overspeeding,minor,1,1,0,None,0.3
1965,Mumbai,Maharashtra,18.955112,72.78069,2023-06-23,15:00,15,Friday,0,urban,1,0,rain,medium,28,low,overspeeding,minor,1,1,0,None,0.25
1966,Hyderabad,Telangana,17.250701,78.598972,2024-04-02,20:00,20,Tuesday,0,rural,5,1,fog,low,34,low,drunk driving,minor,5,5,0,None,0.45
1967,Hyderabad,Telangana,17.527315,78.252921,2024-11-01,5:00,5,Friday,0,rural,6,0,fog,low,34,high,overspeeding,major,5,2,0,Diwali,0.75
1968,Chandigarh,Punjab,30.689947,76.890263,2022-09-12,6:00,6,Monday,0,highway,3,0,rain,low,17,medium,poor road,minor,1,0,0,None,0.45
1969,Chennai,Tamil Nadu,12.873027,80.243677,2024-10-03,13:00,13,Thursday,0,urban,6,1,rain,medium,18,low,drunk driving,major,1,1,0,None,0.25
1970,Mumbai,Maharashtra,19.295874,72.832309,2022-04-19,17:00,17,Tuesday,0,rural,3,0,clear,high,22,low,poor road,minor,1,0,1,None,0.25
1971,Hyderabad,Telangana,17.440539,78.522668,2022-12-10,1:00,1,Saturday,1,rural,1,1,clear,high,38,low,distraction,minor,1,0,0,None,0.1
1972,Bangalore,Karnataka,12.842907,77.560136,2025-01-30,21:00,21,Thursday,0,highway,6,0,fog,low,22,low,drunk driving,major,4,2,0,None,0.45
1973,Kolkata,West Bengal,22.652647,88.414545,2023-04-19,22:00,22,Wednesday,0,urban,1,0,clear,high,39,medium,distraction,minor,5,5,0,None,0.1
1974,Chandigarh,Punjab,30.741464,76.790235,2022-10-17,13:00,13,Monday,0,highway,6,0,fog,low,22,medium,poor road,minor,4,2,0,None,0.45
1975,Delhi,Delhi,28.865558,77.114436,2022-09-17,6:00,6,Saturday,1,rural,3,1,clear,high,40,medium,drunk driving,major,2,0,0,None,0.1
1976,Kolkata,West Bengal,22.534599,88.245686,2024-04-25,16:00,16,Thursday,0,urban,1,0,rain,low,20,low,poor road,minor,2,2,0,None,0.45
1977,Kolkata,West Bengal,22.424435,88.407873,2025-01-09,2:00,2,Thursday,0,urban,6,1,fog,low,39,low,overspeeding,minor,3,0,0,None,0.45
1978,Bangalore,Karnataka,13.069855,77.535862,2023-02-23,2:00,2,Thursday,0,rural,2,0,clear,high,21,low,weather,major,1,0,0,None,0.1
1979,Hyderabad,Telangana,17.547672,78.371542,2024-07-02,15:00,15,Tuesday,0,rural,6,1,rain,low,29,high,overspeeding,minor,1,1,0,None,0.65
1980,Chennai,Tamil Nadu,13.165022,80.110241,2024-07-19,4:00,4,Friday,0,rural,5,1,clear,high,37,low,weather,minor,2,2,0,None,0.1
1981,Hyderabad,Telangana,17.590067,78.3253,2022-08-20,16:00,16,Saturday,1,urban,2,1,rain,medium,39,high,drunk driving,major,3,0,0,None,0.45
1982,Mumbai,Maharashtra,19.064034,72.992022,2024-11-03,21:00,21,Sunday,1,urban,4,1,fog,low,15,low,distraction,minor,5,0,0,None,0.45
1983,Mumbai,Maharashtra,19.066733,72.834122,2022-06-19,9:00,9,Sunday,1,highway,3,0,fog,low,17,medium,drunk driving,fatal,2,2,1,None,0.8
1984,Mumbai,Maharashtra,19.111599,72.792923,2024-06-13,21:00,21,Thursday,0,highway,4,1,fog,low,29,high,poor road,minor,4,1,0,None,0.65
1985,Chandigarh,Punjab,30.756522,76.823588,2022-07-27,11:00,11,Wednesday,0,urban,1,1,clear,high,35,high,weather,minor,2,0,0,None,0.3
1986,Delhi,Delhi,28.519125,76.984307,2024-08-29,16:00,16,Thursday,0,highway,6,0,rain,low,16,high,overspeeding,fatal,5,5,0,None,0.85
1987,Chennai,Tamil Nadu,13.073111,80.143818,2024-11-19,5:00,5,Tuesday,0,highway,4,0,clear,high,39,medium,distraction,major,1,0,0,None,0.1
1988,Chennai,Tamil Nadu,12.954687,80.122731,2022-08-19,0:00,0,Friday,0,urban,3,1,rain,medium,40,low,poor road,fatal,1,1,0,None,0.45
1989,Pune,Maharashtra,18.569675,73.706836,2023-06-25,2:00,2,Sunday,1,highway,6,0,fog,low,30,low,poor road,fatal,4,4,0,None,0.65
1990,Chennai,Tamil Nadu,12.892055,80.122731,2025-02-11,2:00,2,Tuesday,0,highway,1,0,clear,high,37,low,drunk driving,minor,5,2,0,None,0.1
1991,Bangalore,Karnataka,13.168869,77.633779,2022-09-29,22:00,22,Thursday,0,urban,1,1,fog,low,24,low,drunk driving,minor,3,2,0,None,0.45
1992,Pune,Maharashtra,18.459923,73.746141,2022-05-08,1:00,1,Sunday,1,urban,1,0,clear,high,22,low,overspeeding,major,1,0,0,None,0.1
1993,Kolkata,West Bengal,22.686903,88.405853,2023-01-07,16:00,16,Saturday,1,highway,3,0,rain,medium,33,low,poor road,fatal,3,3,0,None,0.45
1994,Hyderabad,Telangana,17.205265,78.205591,2024-07-28,9:00,9,Sunday,1,urban,6,0,fog,low,24,high,overspeeding,minor,4,2,1,None,0.8
1995,Bangalore,Karnataka,13.164022,77.723928,2024-05-03,15:00,15,Friday,0,urban,2,0,fog,low,19,low,overspeeding,minor,2,1,0,None,0.45
1996,Pune,Maharashtra,18.681193,73.848331,2023-08-17,2:00,2,Thursday,0,urban,4,0,clear,high,35,low,weather,major,5,1,0,None,0.1
1997,Chandigarh,Punjab,30.679073,76.790763,2022-11-02,5:00,5,Wednesday,0,urban,2,1,fog,low,32,low,poor road,fatal,5,5,0,None,0.65
1998,Hyderabad,Telangana,17.260388,78.241323,2024-04-07,18:00,18,Sunday,1,urban,3,1,clear,high,38,medium,drunk driving,fatal,2,2,1,None,0.45
1999,Hyderabad,Telangana,17.542536,78.203795,2023-03-19,23:00,23,Sunday,1,urban,3,1,clear,high,18,medium,drunk driving,fatal,4,4,0,None,0.3
2000,Hyderabad,Telangana,17.345878,78.532886,2022-08-09,8:00,8,Tuesday,0,highway,5,0,rain,medium,30,high,distraction,major,3,3,1,None,0.6
2001,Delhi,Delhi,28.748117,76.924681,2022-11-03,0:00,0,Thursday,0,rural,4,0,clear,high,35,low,drunk driving,minor,1,0,0,None,0.1
2002,Chennai,Tamil Nadu,12.860095,80.242405,2022-07-07,23:00,23,Thursday,0,urban,2,1,clear,high,18,medium,weather,minor,3,0,0,None,0.1
2003,Pune,Maharashtra,18.553169,73.737842,2023-07-13,6:00,6,Thursday,0,urban,4,1,fog,low,21,high,distraction,minor,5,5,0,None,0.65
2004,Bangalore,Karnataka,13.099926,77.602399,2023-03-29,5:00,5,Wednesday,0,urban,3,1,clear,high,22,high,distraction,minor,3,2,0,None,0.3
2005,Bangalore,Karnataka,13.154509,77.592087,2024-05-08,9:00,9,Wednesday,0,highway,5,1,fog,low,36,medium,distraction,minor,5,5,1,None,0.6
2006,Pune,Maharashtra,18.435465,73.794018,2023-09-07,16:00,16,Thursday,0,highway,4,1,rain,low,28,medium,distraction,major,1,1,0,None,0.45
2007,Kolkata,West Bengal,22.581277,88.473278,2024-05-03,12:00,12,Friday,0,highway,4,1,rain,medium,35,high,poor road,minor,3,3,0,None,0.45
2008,Pune,Maharashtra,18.401924,73.703012,2024-04-27,8:00,8,Saturday,1,urban,6,1,rain,medium,17,medium,poor road,major,5,2,1,None,0.4
2009,Chandigarh,Punjab,30.700244,76.817482,2022-07-30,8:00,8,Saturday,1,urban,5,0,rain,medium,36,medium,weather,minor,1,1,1,None,0.4
2010,Chennai,Tamil Nadu,13.08094,80.147151,2023-06-26,21:00,21,Monday,0,urban,6,0,clear,high,32,medium,distraction,major,3,1,0,None,0.1
2011,Pune,Maharashtra,18.552917,73.73101,2023-08-24,1:00,1,Thursday,0,urban,2,1,clear,high,40,medium,drunk driving,major,1,0,0,None,0.1
2012,Pune,Maharashtra,18.632427,73.959161,2022-04-17,4:00,4,Sunday,1,urban,4,0,clear,high,15,low,drunk driving,minor,1,0,0,None,0.1
2013,Chennai,Tamil Nadu,12.81285,80.123366,2024-05-19,1:00,1,Sunday,1,rural,3,0,clear,high,25,low,distraction,minor,3,1,0,None,0.1
2014,Kolkata,West Bengal,22.683022,88.312948,2023-04-11,13:00,13,Tuesday,0,highway,2,1,clear,high,19,medium,distraction,major,5,4,0,None,0.1
2015,Hyderabad,Telangana,17.372703,78.316622,2024-09-30,22:00,22,Monday,0,rural,2,0,fog,low,25,high,distraction,minor,1,1,0,None,0.65
2016,Chandigarh,Punjab,30.653417,76.723406,2023-03-30,15:00,15,Thursday,0,highway,3,1,fog,low,37,high,weather,major,4,4,0,None,0.65
2017,Hyderabad,Telangana,17.457623,78.27115,2023-12-28,19:00,19,Thursday,0,rural,5,0,rain,medium,28,high,distraction,major,2,2,1,None,0.6
2018,Chennai,Tamil Nadu,13.177533,80.15272,2025-03-06,6:00,6,Thursday,0,rural,1,1,fog,low,39,medium,poor road,minor,5,4,0,None,0.45
2019,Chandigarh,Punjab,30.71363,76.766555,2024-06-29,0:00,0,Saturday,1,rural,3,0,fog,low,40,low,weather,minor,1,1,0,None,0.45
2020,Delhi,Delhi,28.450899,77.155589,2024-02-20,3:00,3,Tuesday,0,highway,6,0,clear,high,35,low,distraction,minor,4,3,0,None,0.1
2021,Pune,Maharashtra,18.523432,73.916612,2022-04-14,11:00,11,Thursday,0,highway,6,1,clear,high,35,high,distraction,major,2,1,0,None,0.3
2022,Mumbai,Maharashtra,19.119343,72.973141,2023-05-19,18:00,18,Friday,0,rural,6,1,fog,low,15,high,overspeeding,major,4,4,1,None,0.8
2023,Chandigarh,Punjab,30.790426,76.894929,2024-03-22,0:00,0,Friday,0,highway,1,0,clear,high,31,low,distraction,minor,2,1,0,None,0.1
2024,Delhi,Delhi,28.653492,76.977451,2023-05-31,12:00,12,Wednesday,0,urban,6,0,fog,low,39,high,distraction,fatal,3,3,0,None,0.85
2025,Kolkata,West Bengal,22.496633,88.270313,2023-10-02,5:00,5,Monday,0,highway,4,0,rain,medium,23,low,weather,minor,1,0,0,None,0.25
2026,Bangalore,Karnataka,12.832645,77.723142,2025-02-02,9:00,9,Sunday,1,rural,2,0,fog,low,21,high,drunk driving,major,4,1,1,None,0.8
2027,Bangalore,Karnataka,13.069278,77.653961,2024-03-15,0:00,0,Friday,0,rural,5,1,rain,low,34,low,overspeeding,major,4,1,0,None,0.45
2028,Mumbai,Maharashtra,18.952515,72.895984,2025-03-30,14:00,14,Sunday,1,highway,4,0,rain,low,16,high,distraction,major,4,1,0,None,0.65
2029,Pune,Maharashtra,18.495097,73.916593,2023-03-24,21:00,21,Friday,0,rural,5,1,fog,low,25,medium,poor road,minor,5,1,0,None,0.45
2030,Kolkata,West Bengal,22.595077,88.463473,2023-03-16,8:00,8,Thursday,0,highway,1,0,fog,low,31,high,drunk driving,minor,4,3,1,None,0.8
2031,Chandigarh,Punjab,30.683033,76.809896,2022-05-04,1:00,1,Wednesday,0,highway,1,0,fog,low,23,low,weather,major,5,3,0,None,0.45
2032,Mumbai,Maharashtra,18.987785,72.824129,2024-02-18,6:00,6,Sunday,1,urban,3,1,rain,medium,24,medium,drunk driving,minor,2,2,0,None,0.25
2033,Delhi,Delhi,28.528557,77.243444,2024-06-03,20:00,20,Monday,0,rural,6,1,rain,low,32,low,drunk driving,major,3,2,0,None,0.45
2034,Delhi,Delhi,28.732889,76.954642,2023-12-20,17:00,17,Wednesday,0,rural,3,0,rain,low,26,medium,poor road,minor,3,0,1,None,0.6
2035,Hyderabad,Telangana,17.469778,78.5524,2024-04-23,23:00,23,Tuesday,0,urban,5,0,fog,low,15,low,weather,minor,1,0,0,None,0.45
2036,Kolkata,West Bengal,22.66804,88.34708,2023-09-06,20:00,20,Wednesday,0,rural,4,0,clear,high,37,medium,poor road,minor,3,3,0,None,0.1
2037,Bangalore,Karnataka,13.020686,77.707288,2024-08-01,4:00,4,Thursday,0,urban,6,0,fog,low,28,low,weather,minor,5,1,0,None,0.45
2038,Hyderabad,Telangana,17.588522,78.357945,2023-07-14,11:00,11,Friday,0,rural,6,1,rain,low,39,high,overspeeding,minor,1,0,0,None,0.65
2039,Delhi,Delhi,28.677974,77.215698,2022-01-20,10:00,10,Thursday,0,rural,6,1,clear,high,29,high,weather,minor,2,2,1,None,0.45
2040,Chandigarh,Punjab,30.67862,76.890042,2024-12-26,16:00,16,Thursday,0,highway,4,1,rain,medium,38,medium,poor road,minor,1,1,0,None,0.25
2041,Pune,Maharashtra,18.452629,73.776329,2024-05-24,5:00,5,Friday,0,urban,5,1,clear,high,31,medium,drunk driving,fatal,2,2,0,None,0.3
2042,Kolkata,West Bengal,22.628492,88.499209,2024-08-23,0:00,0,Friday,0,highway,3,1,rain,medium,38,high,poor road,major,4,0,0,None,0.45
2043,Pune,Maharashtra,18.434601,73.89077,2024-01-11,22:00,22,Thursday,0,urban,2,1,rain,low,26,high,poor road,fatal,5,5,0,None,0.85
2044,Pune,Maharashtra,18.583473,73.714857,2023-09-26,13:00,13,Tuesday,0,urban,1,0,rain,low,36,high,distraction,fatal,2,2,0,None,0.85
2045,Bangalore,Karnataka,13.186306,77.539179,2022-02-18,10:00,10,Friday,0,highway,3,1,rain,low,23,high,distraction,fatal,4,4,1,None,1.0
2046,Kolkata,West Bengal,22.698947,88.369927,2024-06-16,0:00,0,Sunday,1,rural,1,1,rain,low,17,high,overspeeding,minor,4,3,0,None,0.65
2047,Bangalore,Karnataka,13.036055,77.480139,2023-05-09,20:00,20,Tuesday,0,highway,5,0,rain,medium,18,high,drunk driving,fatal,5,5,0,None,0.65
2048,Pune,Maharashtra,18.671832,73.779084,2022-12-10,17:00,17,Saturday,1,rural,2,0,rain,low,22,medium,distraction,minor,2,1,1,None,0.6
2049,Pune,Maharashtra,18.621897,73.87398,2024-06-17,5:00,5,Monday,0,highway,2,0,fog,low,26,low,drunk driving,major,1,0,0,None,0.45
2050,Mumbai,Maharashtra,18.956702,72.921062,2022-08-25,7:00,7,Thursday,0,rural,6,1,fog,low,24,medium,overspeeding,minor,5,3,0,None,0.45
2051,Delhi,Delhi,28.815474,77.06393,2024-07-03,15:00,15,Wednesday,0,urban,1,0,clear,high,37,high,distraction,minor,2,2,0,None,0.3
2052,Delhi,Delhi,28.671469,76.964797,2024-01-12,3:00,3,Friday,0,highway,5,1,clear,high,24,high,distraction,major,2,1,0,None,0.3
2053,Delhi,Delhi,28.562152,76.963958,2022-09-22,4:00,4,Thursday,0,highway,5,1,rain,low,21,low,weather,major,4,0,0,None,0.45
2054,Bangalore,Karnataka,13.029015,77.407659,2023-12-25,19:00,19,Monday,0,urban,1,0,rain,medium,22,high,weather,major,2,2,1,None,0.6
2055,Kolkata,West Bengal,22.465804,88.217169,2024-05-04,14:00,14,Saturday,1,urban,6,1,rain,low,40,high,distraction,major,5,1,0,None,0.65
2056,Kolkata,West Bengal,22.412229,88.473557,2023-10-30,17:00,17,Monday,0,rural,6,0,rain,medium,29,medium,drunk driving,minor,4,1,1,None,0.4
2057,Bangalore,Karnataka,12.803076,77.672808,2024-05-30,2:00,2,Thursday,0,highway,4,0,rain,low,33,low,distraction,minor,2,1,0,None,0.45
2058,Mumbai,Maharashtra,19.105184,72.816616,2024-11-01,6:00,6,Friday,0,highway,4,1,rain,medium,26,low,overspeeding,minor,2,1,0,Diwali,0.35
2059,Pune,Maharashtra,18.536213,73.966701,2023-10-15,19:00,19,Sunday,1,urban,4,1,clear,high,26,high,poor road,minor,4,3,1,None,0.45
2060,Kolkata,West Bengal,22.530717,88.249209,2024-11-03,5:00,5,Sunday,1,urban,6,0,fog,low,34,high,weather,fatal,5,5,0,None,0.85
2061,Mumbai,Maharashtra,18.880595,72.850897,2022-09-18,18:00,18,Sunday,1,rural,3,1,fog,low,26,medium,overspeeding,minor,3,1,1,None,0.6
2062,Chennai,Tamil Nadu,13.118581,80.15622,2024-05-07,14:00,14,Tuesday,0,urban,2,1,fog,low,38,low,drunk driving,fatal,2,2,0,None,0.65
2063,Chandigarh,Punjab,30.603249,76.869891,2022-12-07,7:00,7,Wednesday,0,highway,3,0,fog,low,25,medium,drunk driving,minor,4,4,0,None,0.45
2064,Mumbai,Maharashtra,19.056531,72.713877,2024-12-28,1:00,1,Saturday,1,urban,5,0,clear,high,16,low,poor road,minor,2,2,0,None,0.1
